,의료기관명,의료기관종별,의료기관주소(도로명),lat_lng,lat,lng
539,조재민이비인후과의원,의원,"울산광역시 울주군 범서읍 천상중앙길 95, 2층 (한솔빌딩)","{'lat': 35.5623, 'lng': 129.2258861}",35.5623,129.2258861
540,사단법인경찰공제회울산의원,의원,울산광역시 울주군 상북면 봉화로 342,"{'lat': 35.5758571, 'lng': 129.0993978}",35.5758571,129.0993978
541,진하의원,의원,"울산광역시 울주군 서생면 진하길 10, 1층","{'lat': 35.38446740000001, 'lng': 129.3419553}",35.38446740000001,129.3419553
542,서생의원,의원,"울산광역시 울주군 서생면 해맞이로 872, 2층","{'lat': 35.3480249, 'lng': 129.3235701}",35.3480249,129.3235701
543,구호성내과의원,의원,울산광역시 울주군 언양읍 남문길 13,"{'lat': 35.5643763, 'lng': 129.1221675}",35.5643763,129.1221675
544,백인정형외과의원,의원,울산광역시 울주군 언양읍 남문길 13-4,"{'lat': 35.5646221, 'lng': 129.1220915}",35.5646221,129.1220915
545,언양훼밀리의원,의원,울산광역시 울주군 언양읍 동문길 58,"{'lat': 35.5660266, 'lng': 129.124677}",35.5660266,129.124677
546,김준형정신건강의학과의원,의원,울산광역시 울주군 언양읍 동문길 65,"{'lat': 35.5653569, 'lng': 129.1251651}",35.5653569,129.1251651
547,오형덕이비인후과의원,의원,"울산광역시 울주군 언양읍 동문길 65, 2층","{'lat': 35.5653569, 'lng': 129.1251651}",35.5653569,129.1251651
548,언양조정형외과의원,의원,"울산광역시 울주군 언양읍 동문길 65, 3층","{'lat': 35.5653569, 'lng': 129.1251651}",35.5653569,129.1251651
549,언양한사랑안과의원,의원,"울산광역시 울주군 언양읍 동문길 65, 4층","{'lat': 35.5653569, 'lng': 129.1251651}",35.5653569,129.1251651
550,양도훈비뇨기과의원,의원,"울산광역시 울주군 언양읍 동문길 65, 5층","{'lat': 35.5653569, 'lng': 129.1251651}",35.5653569,129.1251651
551,언양제일정형외과의원,의원,울산광역시 울주군 언양읍 반구대로 815,"{'lat': 35.5629257, 'lng': 129.1267449}",35.5629257,129.1267449
552,이상구내과의원,의원,울산광역시 울주군 언양읍 반구대로 818,"{'lat': 35.5630675, 'lng': 129.1273944}",35.5630675,129.1273944
553,평화정형외과의원,의원,"울산광역시 울주군 언양읍 헌양길 156, 2층 (남빛빌딩)","{'lat': 35.5668561, 'lng': 129.118254}",35.5668561,129.118254
554,평화안과의원,의원,"울산광역시 울주군 언양읍 헌양길 156, 3층 (남빛빌딩)","{'lat': 35.5668561, 'lng': 129.118254}",35.5668561,129.118254
555,굿모닝이비인후과의원,의원,울산광역시 울주군 언양읍 헌양길 16,"{'lat': 35.5643882, 'lng': 129.1266881}",35.5643882,129.1266881
556,박내과의원,의원,울산광역시 울주군 언양읍 헌양길 24,"{'lat': 35.5646324, 'lng': 129.1262095}",35.5646324,129.1262095
557,김선권한의원의원,의원,울산광역시 울주군 언양읍 헌양길 37,"{'lat': 35.5647475, 'lng': 129.1251775}",35.5647475,129.1251775
558,박철산부인과의원,의원,울산광역시 울주군 언양읍 헌양길 37 (2층(언양농협)),"{'lat': 35.5641211, 'lng': 129.1259595}",35.5641211,129.1259595
559,언양닥터홍마취통증의학과의원,의원,"울산광역시 울주군 언양읍 헌양길 4, 1~2층","{'lat': 35.5641213, 'lng': 129.1271786}",35.5641213,129.1271786
560,제일속건강의원,의원,"울산광역시 울주군 언양읍 헌양길 57-1, 4층","{'lat': 35.5647902, 'lng': 129.124075}",35.5647902,129.124075
561,다솜의원,의원,울산광역시 울주군 언양읍 헌양길 84,"{'lat': 35.5651047, 'lng': 129.1223465}",35.5651047,129.1223465
562,온산성모안과의원,의원,울산광역시 울주군 온산읍 덕남로 15,"{'lat': 35.4330034, 'lng': 129.311362}",35.4330034,129.311362
563,덕신정형외과의원,의원,울산광역시 울주군 온산읍 덕남로 31,"{'lat': 35.4320501, 'lng': 129.3102574}",35.4320501,129.3102574
564,서울튼튼소아청소년과의원,의원,"울산광역시 울주군 온산읍 덕신로 217, 1층","{'lat': 35.4343077, 'lng': 129.3052006}",35.4343077,129.3052006
565,사랑마취통증의학과의원,의원,"울산광역시 울주군 온산읍 덕신로 256, 3층","{'lat': 35.4333747, 'lng': 129.3095411}",35.4333747,129.3095411
566,온산의원,의원,울산광역시 울주군 온산읍 덕신로 258,"{'lat': 35.4333859, 'lng': 129.3096734}",35.4333859,129.3096734
567,동해강의원,의원,"울산광역시 울주군 온산읍 덕신로 259, 1층","{'lat': 35.4338736, 'lng': 129.3098234}",35.4338736,129.3098234
568,양주동내과의원,의원,울산광역시 울주군 온산읍 덕신로 260,"{'lat': 35.4334437, 'lng': 129.3099078}",35.4334437,129.3099078
569,청담그룹의원,의원,울산광역시 울주군 온산읍 덕신로 262,"{'lat': 35.4334806, 'lng': 129.3100769}",35.4334806,129.3100769
570,온산행복이비인후과의원,의원,"울산광역시 울주군 온산읍 덕신로 262, 2층","{'lat': 35.4334806, 'lng': 129.3100769}",35.4334806,129.3100769
571,최이비인후과의원,의원,"울산광역시 울주군 온산읍 덕신로 264, 2층","{'lat': 35.4335241, 'lng': 129.3103034}",35.4335241,129.3103034
572,서울의원,의원,울산광역시 울주군 온산읍 덕신로 266,"{'lat': 35.4335575, 'lng': 129.3104713}",35.4335575,129.3104713
573,속편한김내과의원,의원,"울산광역시 울주군 온산읍 덕신로 279, 수산업협동조합(온산점) 2층","{'lat': 35.4334171, 'lng': 129.3117795}",35.4334171,129.3117795
574,온산정형외과의원,의원,"울산광역시 울주군 온산읍 덕신로 279, 수산업협동조합(온산점) 3,4층","{'lat': 35.4334171, 'lng': 129.3117795}",35.4334171,129.3117795
575,이태일의원,의원,울산광역시 울주군 온산읍 영남6길 20,"{'lat': 35.4404317, 'lng': 129.3078205}",35.4404317,129.3078205
576,남창가정의학과의원,의원,"울산광역시 울주군 온양읍 남창1길 50, 2층","{'lat': 35.4170513, 'lng': 129.2808444}",35.4170513,129.2808444
577,온양밝은안과의원,의원,"울산광역시 울주군 온양읍 남창1길 50, 3층","{'lat': 35.4170513, 'lng': 129.2808444}",35.4170513,129.2808444
578,시원한마취통증의학과의원,의원,"울산광역시 울주군 온양읍 남창1길 50, 4층","{'lat': 35.4170513, 'lng': 129.2808444}",35.4170513,129.2808444
579,남창S의원,의원,울산광역시 울주군 온양읍 남창2길 15 (15),"{'lat': 35.4169987, 'lng': 129.2812102}",35.4169987,129.2812102
580,온양의원,의원,울산광역시 울주군 온양읍 남창강변로 36,"{'lat': 35.4158408, 'lng': 129.280332}",35.4158408,129.280332
581,시원의원,의원,"울산광역시 울주군 온양읍 대운길 45, 2층","{'lat': 35.4133971, 'lng': 129.2818854}",35.4133971,129.2818854
582,한사랑의원,의원,울산광역시 울주군 온양읍 연안2길 19,"{'lat': 35.4085367, 'lng': 129.282349}",35.4085367,129.282349
583,한빛이비인후과의원,의원,울산광역시 울주군 온양읍 온양로 102,"{'lat': 35.4099516, 'lng': 129.2827875}",35.4099516,129.2827875
584,박승현내과의원,의원,"울산광역시 울주군 온양읍 온양로 105, 3층","{'lat': 35.4111529, 'lng': 129.2842016}",35.4111529,129.2842016
585,온양센텀소아청소년과의원,의원,"울산광역시 울주군 온양읍 온양로 105, 4~5층","{'lat': 35.4111529, 'lng': 129.2842016}",35.4111529,129.2842016
586,남창정형외과의원,의원,울산광역시 울주군 온양읍 온양로 75,"{'lat': 35.41098059999999, 'lng': 129.2802738}",35.41098059999999,129.2802738
587,미소산부인과의원,의원,"울산광역시 울주군 온양읍 온양로 80, 1층","{'lat': 35.4105282, 'lng': 129.2804318}",35.4105282,129.2804318
588,대복의원,의원,"울산광역시 울주군 웅촌면 삼동로 1613, 2층","{'lat': 35.4899919, 'lng': 129.2126841}",35.4899919,129.2126841
589,웅촌제일의원,의원,"울산광역시 울주군 웅촌면 웅촌로 377, 2층 (흥연오일뱅크)","{'lat': 35.45047090000001, 'lng': 129.2864476}",35.45047090000001,129.2864476
590,소망의원,의원,울산광역시 울주군 청량읍 덕하로 228,"{'lat': 35.4911862, 'lng': 129.3047819}",35.4911862,129.3047819
591,박내과의원,의원,울산광역시 울주군 청량읍 덕하장터길 3,"{'lat': 35.4917233, 'lng': 129.3053714}",35.4917233,129.3053714
592,하나가정의학과의원,의원,"울산광역시 울주군 청량읍 삼정로 90, 1층","{'lat': 35.4957422, 'lng': 129.2370207}",35.4957422,129.2370207
593,더웰내과의원,의원,울산광역시 중구  번영로  576 (남외동),"{'lat': 35.5705297, 'lng': 129.3505493}",35.5705297,129.3505493
594,이유성형외과의원,의원,"울산광역시 중구 강북로 123, 101동 3층 305, 306, 307, 308호 (옥교동, 태화강엑소디움)","{'lat': 35.5531261, 'lng': 129.3225803}",35.5531261,129.3225803
595,이승욱의원,의원,울산광역시 중구 곽남5길 22 (남외동),"{'lat': 35.5707981, 'lng': 129.34185}",35.5707981,129.34185
596,한결연합의원,의원,울산광역시 중구 다운로 110 (다운동),"{'lat': 35.5628679, 'lng': 129.267536}",35.5628679,129.267536
597,추소아청소년과의원,의원,"울산광역시 중구 다운로 117, 2층 (다운동)","{'lat': 35.5631091, 'lng': 129.2667125}",35.5631091,129.2667125
598,굿모닝가정의학과의원,의원,울산광역시 중구 다운로 46 (다운동),"{'lat': 35.5586853, 'lng': 129.2722064}",35.5586853,129.2722064
599,정내과의원,의원,울산광역시 중구 다운로 47 (다운동),"{'lat': 35.5585662, 'lng': 129.2717909}",35.5585662,129.2717909
600,서동가정의학과의원,의원,울산광역시 중구 동천2길 3 (서동),"{'lat': 35.5811292, 'lng': 129.3465778}",35.5811292,129.3465778
601,메리놀의원,의원,울산광역시 중구 동천6길 8 (서동),"{'lat': 35.58258800000001, 'lng': 129.3458851}",35.58258800000001,129.3458851
602,우정피부과의원,의원,"울산광역시 중구 명륜로 17, 4층 (태화동)","{'lat': 35.5539271, 'lng': 129.3086842}",35.5539271,129.3086842
603,정연정산부인과의원,의원,"울산광역시 중구 명륜로 17, 4층 (태화동, SNU우정병원)","{'lat': 35.5539271, 'lng': 129.3086842}",35.5539271,129.3086842
604,우정성모안과의원,의원,"울산광역시 중구 명륜로 17, 4층 (태화동, 태화빌딩)","{'lat': 35.5539271, 'lng': 129.3086842}",35.5539271,129.3086842
605,신울산비뇨기과의원,의원,"울산광역시 중구 명륜로 17, 6층 601호 (태화동, SNU우정병원)","{'lat': 35.5539271, 'lng': 129.3086842}",35.5539271,129.3086842
606,한마음신경외과의원,의원,울산광역시 중구 명륜로 32 (우정동),"{'lat': 35.5551467, 'lng': 129.3095875}",35.5551467,129.3095875
607,김대연정형외과의원,의원,"울산광역시 중구 명륜로 41, 5층 (태화동, 부익빌딩)","{'lat': 35.556042, 'lng': 129.3092271}",35.556042,129.3092271
608,가나다소아청소년과의원,의원,"울산광역시 중구 명륜로 41, 6층 (태화동)","{'lat': 35.556042, 'lng': 129.3092271}",35.556042,129.3092271
609,김수현의원,의원,울산광역시 중구 명륜로 75 (우정동),"{'lat': 35.5582381, 'lng': 129.3119154}",35.5582381,129.3119154
610,이화산부인과의원,의원,울산광역시 중구 문화의거리 17 (성남동),"{'lat': 35.5558926, 'lng': 129.3215169}",35.5558926,129.3215169
611,아로마벨피부과의원,의원,"울산광역시 중구 문화의거리 17, 2층 (성남동)","{'lat': 35.5558926, 'lng': 129.3215169}",35.5558926,129.3215169
612,본가정의학과의원,의원,"울산광역시 중구 반구로 46, 2층 (반구동)","{'lat': 35.5548507, 'lng': 129.3430852}",35.5548507,129.3430852
613,동행의원,의원,"울산광역시 중구 반구정16길 4-1, 1~5층 (반구동)","{'lat': 35.5598178, 'lng': 129.3457171}",35.5598178,129.3457171
614,새현대의원,의원,울산광역시 중구 반구정4길 64 (반구동),"{'lat': 35.5584844, 'lng': 129.3443768}",35.5584844,129.3443768
615,한국건강관리협회 건강증진의원,의원,울산광역시 중구 번영로 360 (학산동),"{'lat': 35.5568732, 'lng': 129.3264445}",35.5568732,129.3264445
616,더편한마취통증의학과의원,의원,울산광역시 중구 번영로 371 (학산동),"{'lat': 35.5581439, 'lng': 129.3268685}",35.5581439,129.3268685
617,아이미의원,의원,"울산광역시 중구 번영로 371, 2,4,5,10층 (학산동)","{'lat': 35.5582908, 'lng': 129.3268694}",35.5582908,129.3268694
618,태강내과의원,의원,"울산광역시 중구 번영로 475, 5층 (복산동, 홈플러스)","{'lat': 35.5644244, 'lng': 129.3348128}",35.5644244,129.3348128
619,인산림의원,의원,울산광역시 중구 번영로 484 (반구동),"{'lat': 35.5515151, 'lng': 129.3475647}",35.5515151,129.3475647
620,류마장구본승내과의원,의원,"울산광역시 중구 번영로 484, 2층 5층 (반구동)","{'lat': 35.5549519, 'lng': 129.3453078}",35.5549519,129.3453078
621,백봉력내과의원,의원,"울산광역시 중구 번영로 485, 2~3층(일부)층 (약사동)","{'lat': 35.5650448, 'lng': 129.3362023}",35.5650448,129.3362023
622,조석수비뇨기과의원,의원,"울산광역시 중구 번영로 485, 3층 (약사동)","{'lat': 35.5650448, 'lng': 129.3362023}",35.5650448,129.3362023
623,김보경연합내과의원,의원,"울산광역시 중구 번영로 487, 2층 (약사동)","{'lat': 35.5649877, 'lng': 129.3366371}",35.5649877,129.3366371
624,신이비인후과의원,의원,"울산광역시 중구 번영로 487, 3층 (약사동, 대호빌딩)","{'lat': 35.5649877, 'lng': 129.3366371}",35.5649877,129.3366371
625,닥터에스의원,의원,"울산광역시 중구 번영로 487, 4층 (약사동)","{'lat': 35.5649877, 'lng': 129.3366371}",35.5649877,129.3366371
626,명석준안과의원,의원,"울산광역시 중구 번영로 487, 5층 (약사동)","{'lat': 35.5649877, 'lng': 129.3366371}",35.5649877,129.3366371
627,세한정형외과의원,의원,"울산광역시 중구 번영로 487, 대호빌딩 3층 (약사동)","{'lat': 35.5649877, 'lng': 129.3366371}",35.5649877,129.3366371
628,김수현내과의원,의원,"울산광역시 중구 번영로 564, 5층 (남외동)","{'lat': 35.5658866, 'lng': 129.3474877}",35.5658866,129.3474877
629,병영정형외과의원,의원,"울산광역시 중구 번영로 566, 1층 (남외동)","{'lat': 35.576008, 'lng': 129.3407598}",35.576008,129.3407598
630,정현철케이내과의원,의원,"울산광역시 중구 번영로 566, 3층 (남외동)","{'lat': 35.5681951, 'lng': 129.3439471}",35.5681951,129.3439471
631,강남의원,의원,"울산광역시 중구 번영로 566, 4층 (남외동)","{'lat': 35.5658866, 'lng': 129.3474877}",35.5658866,129.3474877
632,이상의원,의원,울산광역시 중구 번영로 573 (남외동),"{'lat': 35.5705922, 'lng': 129.3506}",35.5705922,129.3506
633,한양재활의학과의원,의원,"울산광역시 중구 번영로 574 (남외동, 동천빌딩(3층))","{'lat': 35.5605146, 'lng': 129.3515773}",35.5605146,129.3515773
634,베스트비뇨기과의원,의원,"울산광역시 중구 번영로 574, 5층 (남외동)","{'lat': 35.5658866, 'lng': 129.3474877}",35.5658866,129.3474877
635,삼성서울피부과의원,의원,"울산광역시 중구 번영로 576, 3층 (남외동)","{'lat': 35.5684842, 'lng': 129.3450248}",35.5684842,129.3450248
636,김종진내과의원,의원,"울산광역시 중구 번영로 577, 2층 (남외동)","{'lat': 35.5763267, 'lng': 129.3405466}",35.5763267,129.3405466
637,병영마취통증의학과의원,의원,"울산광역시 중구 번영로 580 (남외동,Sky M빌딩 403호)","{'lat': 35.5658866, 'lng': 129.3474877}",35.5658866,129.3474877
638,박성원외과의원,의원,"울산광역시 중구 번영로 580, 201호 (남외동)","{'lat': 35.5696505, 'lng': 129.3467232}",35.5696505,129.3467232
639,권이비인후과의원,의원,"울산광역시 중구 번영로 580, 402호 (남외동, sky M빌딩)","{'lat': 35.5715329, 'lng': 129.3416659}",35.5715329,129.3416659
640,봄정신건강의학과의원,의원,"울산광역시 중구 번영로 580, 4층 401호 (남외동, SkyM빌딩)","{'lat': 35.5715772, 'lng': 129.3410103}",35.5715772,129.3410103
641,마리포사산부인과의원,의원,"울산광역시 중구 번영로 580, 5층 (남외동)","{'lat': 35.5658866, 'lng': 129.3474877}",35.5658866,129.3474877
